Base Number,Base Name,Pick Up Date,Number of Trips,Number of Vehicles
B02653,NEW COLLEGE CAR SVCE INC,03/05/2015,1761,92
B00310,WATSON CAR SERVICE INC.,03/25/2015,1761,142
B01016,810 CAR SVCE CORP,07/12/2015,1758,67
B01606,LA MEXICANA EXPRESS INC.,05/05/2015,1757,118
B01626,LA NUEVA QUISQUEYA C/S INC,04/05/2015,1756,113
B01606,LA MEXICANA EXPRESS INC.,06/25/2015,1755,121
B01315,"V.I.T. CAR SERVICE, INC.",01/16/2015,1749,152
B00310,WATSON CAR SERVICE INC.,05/30/2015,1749,143
B00310,WATSON CAR SERVICE INC.,01/24/2015,1747,149
B01315,"V.I.T. CAR SERVICE, INC.",04/04/2015,1747,161
B01016,810 CAR SVCE CORP,07/05/2015,1746,66
B01016,810 CAR SVCE CORP,07/19/2015,1746,68
B00310,WATSON CAR SERVICE INC.,01/11/2015,1745,138
B00029,COMMUNITY CAR SVC CORP,02/07/2015,1745,48
B00310,WATSON CAR SERVICE INC.,03/26/2015,1745,143
B01626,LA NUEVA QUISQUEYA C/S INC,05/31/2015,1745,121
B02653,NEW COLLEGE CAR SVCE INC,02/02/2015,1743,83
B00029,COMMUNITY CAR SVC CORP,02/28/2015,1741,45
B01315,"V.I.T. CAR SERVICE, INC.",04/05/2015,1741,154
B01315,"V.I.T. CAR SERVICE, INC.",03/29/2015,1739,153
B01626,LA NUEVA QUISQUEYA C/S INC,04/19/2015,1739,109
B01341,A NEW DAY RAD DISP INC,01/09/2015,1730,156
B00457,PREMIUM BRONX CORP,02/04/2015,1729,119
B01285,UNION RADIO DISPATCH INC,02/07/2015,1729,166
B01606,LA MEXICANA EXPRESS INC.,05/12/2015,1729,113
B01341,A NEW DAY RAD DISP INC,02/14/2015,1728,138
B01606,LA MEXICANA EXPRESS INC.,05/21/2015,1728,118
B01626,LA NUEVA QUISQUEYA C/S INC,06/07/2015,1727,119
B00029,COMMUNITY CAR SVC CORP,02/23/2015,1725,51
B02107,APOLLO RADIO DISPATCH INC.,02/28/2015,1724,90
B00310,WATSON CAR SERVICE INC.,01/07/2015,1723,146
B00310,WATSON CAR SERVICE INC.,04/06/2015,1722,140
B01315,"V.I.T. CAR SERVICE, INC.",02/13/2015,1721,158
B02107,APOLLO RADIO DISPATCH INC.,02/14/2015,1718,87
B01626,LA NUEVA QUISQUEYA C/S INC,05/10/2015,1718,118
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,01/31/2015,1716,617
B01606,LA MEXICANA EXPRESS INC.,05/18/2015,1714,120
B01315,"V.I.T. CAR SERVICE, INC.",04/03/2015,1713,157
B01626,LA NUEVA QUISQUEYA C/S INC,05/17/2015,1713,122
B01341,A NEW DAY RAD DISP INC,02/12/2015,1711,169
B00310,WATSON CAR SERVICE INC.,03/31/2015,1711,139
B00457,PREMIUM BRONX CORP,02/25/2015,1710,125
B01315,"V.I.T. CAR SERVICE, INC.",02/15/2015,1709,137
B01315,"V.I.T. CAR SERVICE, INC.",04/25/2015,1709,159
B01626,LA NUEVA QUISQUEYA C/S INC,06/28/2015,1707,121
B02653,NEW COLLEGE CAR SVCE INC,01/31/2015,1705,113
B02653,NEW COLLEGE CAR SVCE INC,03/15/2015,1703,98
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,02/28/2015,1701,606
B00310,WATSON CAR SERVICE INC.,05/23/2015,1701,140
B01315,"V.I.T. CAR SERVICE, INC.",02/18/2015,1698,151
B00310,WATSON CAR SERVICE INC.,01/02/2015,1697,152
B00310,WATSON CAR SERVICE INC.,01/29/2015,1697,146
B00254,XYZ TWO WAY RADIO,02/26/2015,1697,306
B02653,NEW COLLEGE CAR SVCE INC,04/03/2015,1697,103
B00029,COMMUNITY CAR SVC CORP,02/26/2015,1696,54
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,02/21/2015,1695,557
B02653,NEW COLLEGE CAR SVCE INC,05/02/2015,1694,116
B01315,"V.I.T. CAR SERVICE, INC.",02/08/2015,1692,146
B01606,LA MEXICANA EXPRESS INC.,05/27/2015,1690,116
B00457,PREMIUM BRONX CORP,02/11/2015,1687,123
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,01/10/2015,1686,582
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,01/17/2015,1681,610
B02653,NEW COLLEGE CAR SVCE INC,04/11/2015,1681,113
B01341,A NEW DAY RAD DISP INC,01/08/2015,1680,159
B01315,"V.I.T. CAR SERVICE, INC.",02/12/2015,1680,154
B01315,"V.I.T. CAR SERVICE, INC.",02/01/2015,1679,144
B01626,LA NUEVA QUISQUEYA C/S INC,04/18/2015,1679,124
B00310,WATSON CAR SERVICE INC.,05/04/2015,1679,139
B00310,WATSON CAR SERVICE INC.,03/23/2015,1677,144
B01016,810 CAR SVCE CORP,07/07/2015,1674,69
B02653,NEW COLLEGE CAR SVCE INC,03/03/2015,1671,111
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,02/15/2015,1670,514
B00310,WATSON CAR SERVICE INC.,05/11/2015,1670,142
B00310,WATSON CAR SERVICE INC.,01/05/2015,1664,142
B01315,"V.I.T. CAR SERVICE, INC.",02/16/2015,1664,153
B01606,LA MEXICANA EXPRESS INC.,05/19/2015,1664,118
B01315,"V.I.T. CAR SERVICE, INC.",02/23/2015,1661,154
B00310,WATSON CAR SERVICE INC.,04/07/2015,1661,142
B01315,"V.I.T. CAR SERVICE, INC.",04/18/2015,1661,157
B02653,NEW COLLEGE CAR SVCE INC,03/02/2015,1660,112
B00310,WATSON CAR SERVICE INC.,04/09/2015,1658,140
B00310,WATSON CAR SERVICE INC.,04/30/2015,1658,148
B00310,WATSON CAR SERVICE INC.,05/06/2015,1656,142
B00254,XYZ TWO WAY RADIO,02/25/2015,1655,301
B01315,"V.I.T. CAR SERVICE, INC.",02/05/2015,1654,158
B01341,A NEW DAY RAD DISP INC,01/16/2015,1650,160
B01315,"V.I.T. CAR SERVICE, INC.",02/06/2015,1650,157
B01315,"V.I.T. CAR SERVICE, INC.",04/09/2015,1649,156
B00310,WATSON CAR SERVICE INC.,03/30/2015,1648,147
B01606,LA MEXICANA EXPRESS INC.,05/20/2015,1648,116
B01606,LA MEXICANA EXPRESS INC.,05/26/2015,1647,120
B01285,UNION RADIO DISPATCH INC,01/11/2015,1646,150
B01016,810 CAR SVCE CORP,07/28/2015,1646,72
B00310,WATSON CAR SERVICE INC.,01/15/2015,1642,153
B02107,APOLLO RADIO DISPATCH INC.,02/13/2015,1642,93
B01315,"V.I.T. CAR SERVICE, INC.",02/26/2015,1642,158
B01606,LA MEXICANA EXPRESS INC.,05/13/2015,1642,119
B00029,COMMUNITY CAR SVC CORP,01/31/2015,1641,48
B01285,UNION RADIO DISPATCH INC,02/19/2015,1641,169
B02107,APOLLO RADIO DISPATCH INC.,02/27/2015,1641,94
B00310,WATSON CAR SERVICE INC.,04/16/2015,1641,141
B02653,NEW COLLEGE CAR SVCE INC,04/25/2015,1639,117
B01606,LA MEXICANA EXPRESS INC.,06/24/2015,1638,116
B01016,810 CAR SVCE CORP,07/16/2015,1638,68
B02653,NEW COLLEGE CAR SVCE INC,03/09/2015,1637,112
B01315,"V.I.T. CAR SERVICE, INC.",03/22/2015,1637,140
B01285,UNION RADIO DISPATCH INC,01/10/2015,1636,154
B01315,"V.I.T. CAR SERVICE, INC.",01/23/2015,1634,146
B00254,XYZ TWO WAY RADIO,02/05/2015,1634,317
B01315,"V.I.T. CAR SERVICE, INC.",04/12/2015,1634,147
B01315,"V.I.T. CAR SERVICE, INC.",03/13/2015,1632,155
B00310,WATSON CAR SERVICE INC.,04/20/2015,1631,135
B01341,A NEW DAY RAD DISP INC,02/18/2015,1630,160
B01315,"V.I.T. CAR SERVICE, INC.",03/12/2015,1629,158
B00310,WATSON CAR SERVICE INC.,04/29/2015,1628,140
B00310,WATSON CAR SERVICE INC.,01/13/2015,1626,149
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,01/18/2015,1626,541
B01285,UNION RADIO DISPATCH INC,01/18/2015,1626,142
B01606,LA MEXICANA EXPRESS INC.,06/23/2015,1625,120
B01016,810 CAR SVCE CORP,07/29/2015,1624,68
B00310,WATSON CAR SERVICE INC.,04/13/2015,1623,146
B00310,WATSON CAR SERVICE INC.,04/15/2015,1623,140
B02653,NEW COLLEGE CAR SVCE INC,03/27/2015,1619,115
B00254,XYZ TWO WAY RADIO,01/15/2015,1618,324
B00457,PREMIUM BRONX CORP,02/19/2015,1617,126
B01016,810 CAR SVCE CORP,07/27/2015,1616,68
B01285,UNION RADIO DISPATCH INC,01/16/2015,1614,161
B01315,"V.I.T. CAR SERVICE, INC.",03/20/2015,1614,158
B01341,A NEW DAY RAD DISP INC,02/10/2015,1613,175
B00310,WATSON CAR SERVICE INC.,04/23/2015,1613,143
B01315,"V.I.T. CAR SERVICE, INC.",02/22/2015,1612,139
B01315,"V.I.T. CAR SERVICE, INC.",03/15/2015,1611,140
B00310,WATSON CAR SERVICE INC.,05/21/2015,1608,145
B01315,"V.I.T. CAR SERVICE, INC.",02/27/2015,1605,154
B01315,"V.I.T. CAR SERVICE, INC.",03/04/2015,1604,148
B02653,NEW COLLEGE CAR SVCE INC,03/22/2015,1604,101
B01016,810 CAR SVCE CORP,07/09/2015,1604,73
B01341,A NEW DAY RAD DISP INC,02/28/2015,1602,143
B01315,"V.I.T. CAR SERVICE, INC.",04/24/2015,1601,164
B01315,"V.I.T. CAR SERVICE, INC.",02/25/2015,1600,155
B01726,SUPER CLASS RADIO DISP INC,03/21/2015,1598,147
B00310,WATSON CAR SERVICE INC.,05/13/2015,1598,142
B01626,LA NUEVA QUISQUEYA C/S INC,04/03/2015,1597,116
B01315,"V.I.T. CAR SERVICE, INC.",02/24/2015,1593,153
B00310,WATSON CAR SERVICE INC.,05/05/2015,1593,142
B01315,"V.I.T. CAR SERVICE, INC.",01/02/2015,1592,143
B02653,NEW COLLEGE CAR SVCE INC,03/04/2015,1590,116
B01016,810 CAR SVCE CORP,07/23/2015,1590,66
B00310,WATSON CAR SERVICE INC.,04/08/2015,1589,139
B00457,PREMIUM BRONX CORP,01/09/2015,1588,116
B01726,SUPER CLASS RADIO DISP INC,03/22/2015,1588,133
B01315,"V.I.T. CAR SERVICE, INC.",04/08/2015,1586,160
B02653,NEW COLLEGE CAR SVCE INC,02/03/2015,1585,103
B01315,"V.I.T. CAR SERVICE, INC.",01/03/2015,1584,140
B02653,NEW COLLEGE CAR SVCE INC,05/03/2015,1584,105
B01726,SUPER CLASS RADIO DISP INC,03/07/2015,1583,147
B01315,"V.I.T. CAR SERVICE, INC.",03/18/2015,1583,155
B01016,810 CAR SVCE CORP,07/14/2015,1582,67
B02653,NEW COLLEGE CAR SVCE INC,02/01/2015,1581,107
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,02/07/2015,1581,590
B00254,XYZ TWO WAY RADIO,02/04/2015,1580,310
B01315,"V.I.T. CAR SERVICE, INC.",03/19/2015,1580,160
B00029,COMMUNITY CAR SVC CORP,02/08/2015,1579,45
B01626,LA NUEVA QUISQUEYA C/S INC,04/24/2015,1579,127
B01285,UNION RADIO DISPATCH INC,02/13/2015,1577,171
B01606,LA MEXICANA EXPRESS INC.,06/28/2015,1577,100
B00256,FAST OPERATING CORP,03/01/2015,1576,444
B01315,"V.I.T. CAR SERVICE, INC.",04/02/2015,1576,158
B00256,FAST OPERATING CORP,05/24/2015,1576,452
B01315,"V.I.T. CAR SERVICE, INC.",02/11/2015,1574,147
B01315,"V.I.T. CAR SERVICE, INC.",02/04/2015,1572,156
B01341,A NEW DAY RAD DISP INC,01/07/2015,1571,163
B00310,WATSON CAR SERVICE INC.,01/25/2015,1571,143
B00457,PREMIUM BRONX CORP,02/10/2015,1571,119
B00029,COMMUNITY CAR SVC CORP,02/13/2015,1571,50
B01315,"V.I.T. CAR SERVICE, INC.",04/17/2015,1571,165
B02653,NEW COLLEGE CAR SVCE INC,04/24/2015,1571,124
B01606,LA MEXICANA EXPRESS INC.,05/06/2015,1571,109
B00310,WATSON CAR SERVICE INC.,01/12/2015,1570,150
B01315,"V.I.T. CAR SERVICE, INC.",01/11/2015,1567,138
B01016,810 CAR SVCE CORP,07/20/2015,1564,68
B02653,NEW COLLEGE CAR SVCE INC,01/18/2015,1563,93
B00029,COMMUNITY CAR SVC CORP,02/25/2015,1562,52
B00254,XYZ TWO WAY RADIO,02/11/2015,1561,303
B01315,"V.I.T. CAR SERVICE, INC.",03/31/2015,1561,166
B00310,WATSON CAR SERVICE INC.,04/27/2015,1560,140
B02653,NEW COLLEGE CAR SVCE INC,05/16/2015,1560,112
B01341,A NEW DAY RAD DISP INC,02/17/2015,1558,148
B01315,"V.I.T. CAR SERVICE, INC.",03/23/2015,1558,162
B01315,"V.I.T. CAR SERVICE, INC.",03/26/2015,1557,159
B00310,WATSON CAR SERVICE INC.,01/28/2015,1554,144
B00254,XYZ TWO WAY RADIO,02/12/2015,1552,304
B02653,NEW COLLEGE CAR SVCE INC,02/22/2015,1552,104
B01315,"V.I.T. CAR SERVICE, INC.",04/07/2015,1552,166
B00310,WATSON CAR SERVICE INC.,04/22/2015,1552,142
B00457,PREMIUM BRONX CORP,02/09/2015,1549,127
B01626,LA NUEVA QUISQUEYA C/S INC,05/01/2015,1547,130
B01285,UNION RADIO DISPATCH INC,01/03/2015,1546,147
B02653,NEW COLLEGE CAR SVCE INC,02/08/2015,1546,109
B00029,COMMUNITY CAR SVC CORP,02/24/2015,1545,53
B02653,NEW COLLEGE CAR SVCE INC,01/30/2015,1542,115
B00310,WATSON CAR SERVICE INC.,05/14/2015,1541,146
B00457,PREMIUM BRONX CORP,01/26/2015,1540,107
B01726,SUPER CLASS RADIO DISP INC,03/15/2015,1540,134
B00310,WATSON CAR SERVICE INC.,01/04/2015,1539,131
B01315,"V.I.T. CAR SERVICE, INC.",03/17/2015,1539,155
B01726,SUPER CLASS RADIO DISP INC,03/28/2015,1539,147
B01626,LA NUEVA QUISQUEYA C/S INC,06/19/2015,1539,129
B02653,NEW COLLEGE CAR SVCE INC,02/23/2015,1538,114
B02653,NEW COLLEGE CAR SVCE INC,04/12/2015,1538,105
B01606,LA MEXICANA EXPRESS INC.,05/25/2015,1536,108
B01626,LA NUEVA QUISQUEYA C/S INC,06/05/2015,1536,132
B01016,810 CAR SVCE CORP,07/08/2015,1536,69
B01315,"V.I.T. CAR SERVICE, INC.",01/08/2015,1535,147
B01315,"V.I.T. CAR SERVICE, INC.",02/10/2015,1535,151
B01315,"V.I.T. CAR SERVICE, INC.",03/11/2015,1535,148
B00254,XYZ TWO WAY RADIO,01/22/2015,1534,326
B00254,XYZ TWO WAY RADIO,02/24/2015,1532,289
B01315,"V.I.T. CAR SERVICE, INC.",03/24/2015,1532,159
B01016,810 CAR SVCE CORP,07/13/2015,1532,68
B01626,LA NUEVA QUISQUEYA C/S INC,05/08/2015,1531,129
B00310,WATSON CAR SERVICE INC.,04/14/2015,1529,143
B00029,COMMUNITY CAR SVC CORP,02/15/2015,1528,40
B01285,UNION RADIO DISPATCH INC,02/16/2015,1528,157
B01626,LA NUEVA QUISQUEYA C/S INC,06/26/2015,1528,135
B01285,UNION RADIO DISPATCH INC,01/23/2015,1527,162
B01285,UNION RADIO DISPATCH INC,01/25/2015,1527,152
B00254,XYZ TWO WAY RADIO,01/29/2015,1527,310
B02107,APOLLO RADIO DISPATCH INC.,02/20/2015,1527,94
B02107,APOLLO RADIO DISPATCH INC.,02/21/2015,1526,89
B01016,810 CAR SVCE CORP,07/15/2015,1526,67
B00310,WATSON CAR SERVICE INC.,03/24/2015,1523,145
B01315,"V.I.T. CAR SERVICE, INC.",03/10/2015,1520,155
B00457,PREMIUM BRONX CORP,02/12/2015,1519,122
B01315,"V.I.T. CAR SERVICE, INC.",04/06/2015,1518,161
B01315,"V.I.T. CAR SERVICE, INC.",01/14/2015,1517,140
B01315,"V.I.T. CAR SERVICE, INC.",03/16/2015,1517,151
B01626,LA NUEVA QUISQUEYA C/S INC,05/22/2015,1517,125
B00310,WATSON CAR SERVICE INC.,01/14/2015,1516,153
B01285,UNION RADIO DISPATCH INC,01/24/2015,1515,159
B01315,"V.I.T. CAR SERVICE, INC.",01/29/2015,1515,144
B01285,UNION RADIO DISPATCH INC,02/06/2015,1515,169
B02107,APOLLO RADIO DISPATCH INC.,02/07/2015,1513,99
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,01/26/2015,1511,535
B02719,"49 WESTCHESTER SQUARE PRESTIGE CAR SERVICE, CORP.",04/18/2015,1511,424
B01315,"V.I.T. CAR SERVICE, INC.",01/09/2015,1508,144
B01016,810 CAR SVCE CORP,07/06/2015,1508,70
B00457,PREMIUM BRONX CORP,01/16/2015,1507,117
B01285,UNION RADIO DISPATCH INC,02/22/2015,1507,140
B01626,LA NUEVA QUISQUEYA C/S INC,05/29/2015,1507,129
B02653,NEW COLLEGE CAR SVCE INC,03/29/2015,1506,107
B01626,LA NUEVA QUISQUEYA C/S INC,06/01/2015,1505,120
B00310,WATSON CAR SERVICE INC.,05/28/2015,1504,149
B01626,LA NUEVA QUISQUEYA C/S INC,06/12/2015,1502,133
B02653,NEW COLLEGE CAR SVCE INC,04/19/2015,1498,110
B00254,XYZ TWO WAY RADIO,01/08/2015,1496,320
B01315,"V.I.T. CAR SERVICE, INC.",03/25/2015,1496,166
B00254,XYZ TWO WAY RADIO,02/03/2015,1495,289
B01315,"V.I.T. CAR SERVICE, INC.",02/09/2015,1495,147
B01315,"V.I.T. CAR SERVICE, INC.",04/26/2015,1495,145
B01282,NEW LOTS C/S INC,02/20/2015,1492,90
B00310,WATSON CAR SERVICE INC.,01/22/2015,1490,152
B00310,WATSON CAR SERVICE INC.,01/26/2015,1489,134
B01626,LA NUEVA QUISQUEYA C/S INC,04/10/2015,1489,131
B00310,WATSON CAR SERVICE INC.,05/27/2015,1489,143
B01341,A NEW DAY RAD DISP INC,02/09/2015,1488,166
B01341,A NEW DAY RAD DISP INC,01/29/2015,1486,170
B01315,"V.I.T. CAR SERVICE, INC.",04/19/2015,1486,150
B01341,A NEW DAY RAD DISP INC,01/23/2015,1485,172
B02653,NEW COLLEGE CAR SVCE INC,05/01/2015,1484,123
B01315,"V.I.T. CAR SERVICE, INC.",03/08/2015,1482,133
B01315,"V.I.T. CAR SERVICE, INC.",04/20/2015,1482,159
B02653,NEW COLLEGE CAR SVCE INC,02/26/2015,1481,116
B00310,WATSON CAR SERVICE INC.,05/20/2015,1480,139
B02653,NEW COLLEGE CAR SVCE INC,02/04/2015,1479,110
B01606,LA MEXICANA EXPRESS INC.,06/22/2015,1479,116
B01341,A NEW DAY RAD DISP INC,01/06/2015,1476,157
B01315,"V.I.T. CAR SERVICE, INC.",01/07/2015,1475,149
B02653,NEW COLLEGE CAR SVCE INC,02/05/2015,1475,108
B01285,UNION RADIO DISPATCH INC,02/28/2015,1475,153
B01315,"V.I.T. CAR SERVICE, INC.",03/30/2015,1475,157
B02719,"49 WESTCHESTER SQUARE PRESTIGE CAR SERVICE, CORP.",04/11/2015,1474,416
B01315,"V.I.T. CAR SERVICE, INC.",01/15/2015,1472,145
B01016,810 CAR SVCE CORP,07/21/2015,1472,64
B01285,UNION RADIO DISPATCH INC,01/09/2015,1471,161
B01315,"V.I.T. CAR SERVICE, INC.",01/13/2015,1470,145
B00254,XYZ TWO WAY RADIO,01/14/2015,1469,319
B01726,SUPER CLASS RADIO DISP INC,04/11/2015,1469,149
B02719,"49 WESTCHESTER SQUARE PRESTIGE CAR SERVICE, CORP.",04/25/2015,1469,430
B00310,WATSON CAR SERVICE INC.,05/19/2015,1468,143
B01315,"V.I.T. CAR SERVICE, INC.",01/24/2015,1464,141
B02107,APOLLO RADIO DISPATCH INC.,02/02/2015,1462,66
B01315,"V.I.T. CAR SERVICE, INC.",02/17/2015,1462,142
B02107,APOLLO RADIO DISPATCH INC.,02/15/2015,1461,76
B02653,NEW COLLEGE CAR SVCE INC,05/24/2015,1461,107
B01282,NEW LOTS C/S INC,02/19/2015,1460,91
B02653,NEW COLLEGE CAR SVCE INC,05/09/2015,1460,117
B02653,NEW COLLEGE CAR SVCE INC,03/12/2015,1458,116
B01341,A NEW DAY RAD DISP INC,01/13/2015,1456,161
B00310,WATSON CAR SERVICE INC.,04/28/2015,1454,141
B01282,NEW LOTS C/S INC,03/27/2015,1453,90
B01315,"V.I.T. CAR SERVICE, INC.",04/13/2015,1453,152
B00029,COMMUNITY CAR SVC CORP,01/16/2015,1452,55
B01626,LA NUEVA QUISQUEYA C/S INC,05/15/2015,1451,129
B00310,WATSON CAR SERVICE INC.,01/21/2015,1448,150
B01341,A NEW DAY RAD DISP INC,01/12/2015,1447,153
B01282,NEW LOTS C/S INC,01/31/2015,1447,80
B01726,SUPER CLASS RADIO DISP INC,03/08/2015,1446,131
B01626,LA NUEVA QUISQUEYA C/S INC,04/17/2015,1444,125
B01282,NEW LOTS C/S INC,01/30/2015,1443,81
B01285,UNION RADIO DISPATCH INC,02/12/2015,1443,162
B01315,"V.I.T. CAR SERVICE, INC.",01/22/2015,1440,145
B00310,WATSON CAR SERVICE INC.,05/12/2015,1440,139
B00310,WATSON CAR SERVICE INC.,05/18/2015,1440,145
B01315,"V.I.T. CAR SERVICE, INC.",04/01/2015,1439,158
B01315,"V.I.T. CAR SERVICE, INC.",01/06/2015,1438,145
B00029,COMMUNITY CAR SVC CORP,02/21/2015,1438,49
B01315,"V.I.T. CAR SERVICE, INC.",02/21/2015,1438,154
B02653,NEW COLLEGE CAR SVCE INC,04/17/2015,1438,126
B00457,PREMIUM BRONX CORP,01/17/2015,1437,120
B01315,"V.I.T. CAR SERVICE, INC.",04/29/2015,1436,151
B01315,"V.I.T. CAR SERVICE, INC.",03/02/2015,1435,137
B01285,UNION RADIO DISPATCH INC,02/18/2015,1433,163
B01777,PREMIUM RADIO DISP & MULTI SVC,02/13/2015,1430,146
B00029,COMMUNITY CAR SVC CORP,01/30/2015,1429,49
B00254,XYZ TWO WAY RADIO,02/10/2015,1429,304
B01726,SUPER CLASS RADIO DISP INC,04/25/2015,1429,156
B01341,A NEW DAY RAD DISP INC,02/21/2015,1428,128
B02653,NEW COLLEGE CAR SVCE INC,02/24/2015,1428,110
B00457,PREMIUM BRONX CORP,02/16/2015,1427,117
B01315,"V.I.T. CAR SERVICE, INC.",04/15/2015,1427,158
B01315,"V.I.T. CAR SERVICE, INC.",04/23/2015,1425,157
B01315,"V.I.T. CAR SERVICE, INC.",01/18/2015,1424,127
B01282,NEW LOTS C/S INC,03/14/2015,1424,88
B01315,"V.I.T. CAR SERVICE, INC.",03/06/2015,1423,148
B01341,A NEW DAY RAD DISP INC,01/14/2015,1422,154
B01285,UNION RADIO DISPATCH INC,02/11/2015,1422,164
B01282,NEW LOTS C/S INC,02/13/2015,1422,85
B01315,"V.I.T. CAR SERVICE, INC.",01/21/2015,1421,143
B01726,SUPER CLASS RADIO DISP INC,03/29/2015,1421,131
B02653,NEW COLLEGE CAR SVCE INC,04/02/2015,1421,113
B01315,"V.I.T. CAR SERVICE, INC.",04/30/2015,1420,153
B02653,NEW COLLEGE CAR SVCE INC,04/26/2015,1419,117
B01315,"V.I.T. CAR SERVICE, INC.",01/12/2015,1412,145
B01315,"V.I.T. CAR SERVICE, INC.",01/25/2015,1412,136
B01282,NEW LOTS C/S INC,03/28/2015,1411,91
B01285,UNION RADIO DISPATCH INC,02/09/2015,1409,158
B01362,AMERICAN BASE NO.1 INC.,03/14/2015,1407,147
B01726,SUPER CLASS RADIO DISP INC,04/04/2015,1407,146
B01315,"V.I.T. CAR SERVICE, INC.",04/16/2015,1406,157
B00457,PREMIUM BRONX CORP,01/18/2015,1405,94
B01285,UNION RADIO DISPATCH INC,02/05/2015,1404,162
B00254,XYZ TWO WAY RADIO,02/19/2015,1404,259
B02719,"49 WESTCHESTER SQUARE PRESTIGE CAR SERVICE, CORP.",04/24/2015,1404,422
B01285,UNION RADIO DISPATCH INC,02/10/2015,1403,162
B00029,COMMUNITY CAR SVC CORP,02/22/2015,1402,39
B01626,LA NUEVA QUISQUEYA C/S INC,04/20/2015,1402,122
B01726,SUPER CLASS RADIO DISP INC,06/27/2015,1401,145
B01606,LA MEXICANA EXPRESS INC.,06/29/2015,1400,114
B01285,UNION RADIO DISPATCH INC,01/08/2015,1398,149
B01315,"V.I.T. CAR SERVICE, INC.",01/28/2015,1395,142
B01315,"V.I.T. CAR SERVICE, INC.",04/22/2015,1394,158
B01016,810 CAR SVCE CORP,07/22/2015,1394,62
B01341,A NEW DAY RAD DISP INC,01/15/2015,1392,153
B00029,COMMUNITY CAR SVC CORP,02/01/2015,1392,39
B01726,SUPER CLASS RADIO DISP INC,04/26/2015,1391,137
B01282,NEW LOTS C/S INC,02/27/2015,1389,86
B01626,LA NUEVA QUISQUEYA C/S INC,04/02/2015,1389,120
B00254,XYZ TWO WAY RADIO,01/13/2015,1388,313
B01282,NEW LOTS C/S INC,03/13/2015,1388,87
B01726,SUPER CLASS RADIO DISP INC,05/31/2015,1388,144
B01626,LA NUEVA QUISQUEYA C/S INC,06/23/2015,1386,121
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",01/13/2015,1385,123
B01315,"V.I.T. CAR SERVICE, INC.",03/03/2015,1385,146
B01315,"V.I.T. CAR SERVICE, INC.",04/14/2015,1385,155
B01315,"V.I.T. CAR SERVICE, INC.",04/28/2015,1385,159
B01315,"V.I.T. CAR SERVICE, INC.",01/04/2015,1382,130
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",01/15/2015,1381,131
B00254,XYZ TWO WAY RADIO,01/21/2015,1380,318
B02719,"49 WESTCHESTER SQUARE PRESTIGE CAR SERVICE, CORP.",04/26/2015,1380,387
B00310,WATSON CAR SERVICE INC.,05/26/2015,1380,145
B01315,"V.I.T. CAR SERVICE, INC.",04/27/2015,1379,154
B01626,LA NUEVA QUISQUEYA C/S INC,06/08/2015,1378,122
B01285,UNION RADIO DISPATCH INC,01/07/2015,1377,154
B01315,"V.I.T. CAR SERVICE, INC.",02/03/2015,1377,147
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",01/14/2015,1376,127
B01282,NEW LOTS C/S INC,02/05/2015,1376,78
B01726,SUPER CLASS RADIO DISP INC,05/02/2015,1376,159
B01777,PREMIUM RADIO DISP & MULTI SVC,02/21/2015,1375,134
B01285,UNION RADIO DISPATCH INC,02/23/2015,1375,162
B01726,SUPER CLASS RADIO DISP INC,04/12/2015,1375,133
B01726,SUPER CLASS RADIO DISP INC,04/18/2015,1375,157
B01285,UNION RADIO DISPATCH INC,01/04/2015,1374,136
B00310,WATSON CAR SERVICE INC.,01/20/2015,1374,150
B01726,SUPER CLASS RADIO DISP INC,03/20/2015,1374,147
B02653,NEW COLLEGE CAR SVCE INC,04/10/2015,1374,121
B01726,SUPER CLASS RADIO DISP INC,05/09/2015,1374,149
B00457,PREMIUM BRONX CORP,01/07/2015,1373,114
B02653,NEW COLLEGE CAR SVCE INC,05/08/2015,1373,119
B01315,"V.I.T. CAR SERVICE, INC.",03/09/2015,1372,149
B00029,COMMUNITY CAR SVC CORP,01/23/2015,1371,51
B01726,SUPER CLASS RADIO DISP INC,03/27/2015,1370,152
B00457,PREMIUM BRONX CORP,02/18/2015,1369,120
B02653,NEW COLLEGE CAR SVCE INC,01/17/2015,1368,110
B01341,A NEW DAY RAD DISP INC,02/15/2015,1368,108
B01285,UNION RADIO DISPATCH INC,02/27/2015,1368,162
B02719,"49 WESTCHESTER SQUARE PRESTIGE CAR SERVICE, CORP.",04/05/2015,1368,367
B00254,XYZ TWO WAY RADIO,02/23/2015,1367,278
